"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"3018","ASU","UTAH",-4.5,0.92,0.87,1.02,0.76,18,34,-21,"UTAH","UTAH","Win"
"3019","BC","CLEM",-16,0.89,0.55,1.02,0.68,17,34,0,"BC","CLEM","Lose"
"3020","UF","LSU",-9.5,1.03,0.68,1.19,0.83,28,35,-1,"UF","UF","Lose"
"3021","MSU","MICH",-7.5,1.08,0.84,0.96,0.6,27,23,-12,"MICH","MSU","Win"
"3022","ALA","TEXAM",4,0.95,0.69,1.05,0.85,41,23,5.99999999999999,"ALA","ALA","Lose"
"3023","LOU","FSU",-7,0.85,0.8,1.12,0.8,41,21,-27,"FSU","LOU","Win"
"3024","MISS","MEM",10.5,1.09,0.78,1.2,0.93,24,37,4.00000000000001,"MEM","MEM","Win"
"3025","USC","ND",-4.5,1.14,0.85,1.11,0.89,31,41,6.99999999999998,"USC","ND","Lose"
"3026","IOWA","NW",2.5,1.02,0.72,0.86,0.71,40,10,15,"IOWA","IOWA","Lose"
"3027","OKLA","KAN ST",4.5,1.01,0.86,1,0.89,55,0,4,"KAN ST","OKLA","Win"
"3028","EMU","TOLEDO",-28.5,0.94,1.14,0.97,0.71,20,63,-46,"TOLEDO","TOLEDO","Win"
"3029","WMU","OHIO",-4,0.95,1.08,1.01,0.76,49,14,-38,"OHIO","WMU","Win"
"3030","USF","CONN",-3,1.04,0.85,0.88,0.83,28,20,14,"USF","USF","Lose"
"3031","TULSA","ECU",-12,1.01,1.03,0.99,1,17,30,-1,"TULSA","ECU","Lose"
"3032","PUR","WISC",-23.5,0.79,0.95,0.97,0.76,7,24,-37,"WISC","PUR","Win"
"3033","MARSH","FAU",7,0.83,0.73,0.77,0.87,33,17,20,"MARSH","MARSH","Lose"
"3034","FIU","MTSU",-9,0.97,0.87,0.95,0.85,34,42,0,"FIU","FIU","Lose"
"3035","TTU","KAN",32,1.19,1.07,0.82,1.17,30,20,47,"TTU","KAN","Lose"
"3036","LT","MISS ST",-14,0.99,0.86,1.02,0.87,20,45,-2,"LT","MISS ST","Lose"
"3037","PITT","GT",-3,0.94,0.73,1.08,0.9,31,28,2.99999999999999,"PITT","PITT","Lose"
"3038","BUFF","CMU",-7,0.92,0.91,0.9,0.97,14,51,8,"BUFF","CMU","Lose"
"3039","NIU","MIAOH",16,0.97,0.84,0.67,0.98,45,12,44,"NIU","NIU","Lose"
"3040","AKR","BGSU",-12.5,0.92,0.81,1.12,0.98,10,59,-3.00000000000001,"AKR","BGSU","Lose"
"3041","GSU","BALL",-14.5,0.82,0.98,0.95,1.06,31,19,-4.99999999999999,"GSU","GSU","Lose"
"3042","KENT","MASS",-7,0.74,0.75,0.86,1.1,15,10,23,"KENT","KENT","Lose"
"3043","AFA","CSU",3,1.07,0.85,0.85,0.91,23,38,28,"AFA","CSU","Lose"
"3044","IDA","TROY",0,0.87,1.26,0.79,1.07,19,16,-11,"TROY","IDA","Win"
"3045","VT","MIAFL",-6,0.96,0.82,1.05,0.86,20,30,-5,"VT","MIAFL","Lose"
"3046","SYR","UVA",-7,0.94,0.88,0.83,1.05,38,44,28,"SYR","SYR","Lose"
"3047","RUT","IND",-5.5,0.99,0.98,0.99,0.96,55,52,-2,"RUT","RUT","Lose"
"3048","NEB","MINN",-2.5,0.92,0.88,0.82,0.76,48,25,-1.99999999999999,"NEB","NEB","Lose"
"3049","CHAR","ODU",-7,0.61,0.82,0.77,0.96,34,37,-2,"CHAR","CHAR","Lose"
"3050","VANDY","SC",-3,0.82,0.82,0.88,1.06,10,19,18,"VANDY","SC","Lose"
"3051","ORG ST","WSU",-8.5,0.85,1,1.12,0.94,31,52,-33,"WSU","WSU","Win"
"3052","NEV","WYO",7,0.96,0.95,0.85,1.14,21,28,30,"NEV","WYO","Lose"
"3053","NMSU","GSOU",-29,0.83,1.14,1.07,0.85,26,56,-53,"GSOU","GSOU","Win"
"3054","APP","ULM",12,1.03,0.69,0.8,1.05,59,14,59,"APP","APP","Lose"
"3055","HAW","NM",-4,0.66,1.04,1.03,0.9,27,28,-51,"NM","HAW","Win"
"3056","WAKE","UNC",-17.5,0.79,0.89,1.15,0.89,14,50,-36,"UNC","UNC","Win"
"3057","UTSA","USM",-10.5,0.81,0.96,1.01,0.94,10,32,-22,"USM","USM","Win"
"3058","UCF","TEMP",-22.5,0.63,1.03,0.91,0.7,16,30,-61,"TEMP","UCF","Win"
"3059","MIZZ","UGA",-15.5,0.78,0.75,1.12,0.85,6,9,-24,"UGA","MIZZ","Win"
"3060","ARZ","COL",6.5,1.11,0.99,0.95,0.9,38,31,7.00000000000002,"ARZ","ARZ","Lose"
"3061","ORE","WASH",-3,1.07,0.95,0.86,0.73,26,20,-0.99999999999999,"ORE","ORE","Lose"
"3062","SDSU","SJSU",-3,0.85,0.79,1,0.97,30,7,2.99999999999999,"SDSU","SDSU","Lose"
"3063","ULL","ARK ST",-7.5,0.99,0.98,0.89,0.81,27,37,-6.99999999999999,"ULL","ARK ST","Lose"
"3064","CAL","UCLA",-4,0.97,0.78,0.97,0.9,24,40,12,"CAL","UCLA","Lose"
"3065","TEMP","ECU",-3,0.89,0.65,0.97,0.97,24,14,24,"TEMP","TEMP","Lose"
"3066","GSOU","APP",-6.5,1.14,0.87,1.11,0.7,13,31,-14,"APP","APP","Win"
"3067","MEM","TULSA",10.5,1.15,0.93,0.97,1,66,42,25,"MEM","MEM","Lose"
"3068","USU","SDSU",5.5,0.92,0.7,0.89,0.76,14,48,9.00000000000001,"USU","SDSU","Lose"
"3069","OSU","RUT",21.5,1.04,0.77,1.03,1.01,49,7,25,"OSU","OSU","Lose"
"3070","ISU","BAY",-37,0.92,1.02,1.36,0.81,27,45,-65,"BAY","ISU","Win"
"3071","UTAH","USC",-3,1.01,0.71,1.12,0.87,24,42,4.99999999999999,"UTAH","USC","Lose"
"3072","WKU","LSU",-16,1.2,0.85,1.19,0.84,20,48,0,"WKU","LSU","Lose"
"3073","CLEM","MIAFL",7,1.01,0.7,1.05,0.83,58,0,9,"CLEM","CLEM","Lose"
"3074","IND","MSU",-16.5,1.02,0.99,1.05,0.84,26,52,-18,"MSU","MSU","Win"
"3075","TENN","ALA",-15,1.01,0.89,0.94,0.65,14,19,-17,"ALA","TENN","Win"
"3076","FSU","GT",7,1.13,0.81,1.08,0.94,16,22,18,"FSU","GT","Lose"
"3077","WASH","STAN",-16.5,0.87,0.78,1.17,0.89,14,31,-19,"STAN","STAN","Win"
"3078","KAN","OKLA ST",-34.5,0.83,1.1,0.97,0.75,10,58,-49,"OKLA ST","OKLA ST","Win"
"3079","TEXAM","MISS",-5,0.95,0.85,1.06,0.81,3,23,-15,"MISS","MISS","Win"
"3080","TTU","OKLA",-14,1.13,1.04,1.05,0.79,27,63,-17,"OKLA","OKLA","Win"
"3081","TOLEDO","MASS",15.5,1.03,0.73,0.83,1.07,51,35,54,"TOLEDO","TOLEDO","Lose"
"3082","HOU","UCF",23.5,1.19,0.8,0.6,0.99,59,10,78,"HOU","HOU","Lose"
"3083","DUKE","VT",-3,0.97,0.7,0.93,0.86,45,43,20,"DUKE","DUKE","Lose"
"3084","PITT","SYR",7,0.99,0.78,0.94,0.9,23,20,17,"PITT","SYR","Lose"
"3085","USM","CHAR",15,1.01,0.9,0.67,0.84,44,10,28,"USM","USM","Lose"
"3086","KAN ST","TEX",-7,0.9,0.96,0.94,1.01,9,23,1.00000000000001,"KAN ST","TEX","Lose"
"3087","NCSU","WAKE",9.5,1.09,0.79,0.81,0.95,35,17,44,"NCSU","NCSU","Lose"
"3088","NW","NEB",-7.5,0.82,0.77,0.96,0.87,30,28,-4,"NW","NW","Lose"
"3089","ARMY","RICE",-7.5,0.98,0.98,0.93,1.14,31,38,21,"ARMY","ARMY","Lose"
"3090","AUB","ARK",-6,0.95,0.95,1.03,0.93,46,54,-10,"ARK","ARK","Win"
"3091","BC","LOU",-8,0.87,0.63,0.85,0.86,14,17,25,"BC","BC","Lose"
"3092","TULANE","NAVY",-23.5,0.8,0.97,1.19,0.88,14,31,-48,"NAVY","TULANE","Win"
"3093","BGSU","KENT",15,1.15,0.93,0.76,0.74,48,0,20,"BGSU","BGSU","Lose"
"3094","FRESNO","AFA",-17,0.76,1.05,1.05,0.9,14,42,-44,"AFA","AFA","Win"
"3095","MIAOH","WMU",-26.5,0.67,1.01,1.03,1.04,13,35,-33,"WMU","MIAOH","Win"
"3096","CMU","BALL",7.5,0.96,0.92,0.93,1.06,23,21,17,"CMU","BALL","Lose"
"3097","EMU","NIU",-27.5,0.92,1.17,1,0.81,21,49,-44,"NIU","NIU","Win"
"3098","UVA","UNC",-17.5,0.85,1.03,1.18,0.9,13,26,-46,"UNC","UVA","Win"
"3099","OHIO","BUFF",3,0.99,0.85,0.87,0.97,17,41,24,"OHIO","BUFF","Lose"
"3100","MTSU","LT",-7,0.98,0.85,0.98,0.89,16,45,4,"MTSU","LT","Lose"
"3101","NT","MARSH",-29,0.71,1.25,0.87,0.73,13,30,-68,"MARSH","NT","Win"
"3102","WISC","ILL",6,0.98,0.76,0.88,0.77,24,13,11,"WISC","WISC","Lose"
"3103","PSU","MARY",7,0.92,0.79,0.71,1,31,30,42,"PSU","MARY","Lose"
"3104","WSU","ARZ",-7,0.94,0.93,1.11,0.98,45,42,-12,"ARZ","WSU","Win"
"3105","MIZZ","VANDY",4,0.75,0.75,0.77,0.82,3,10,4.99999999999999,"MIZZ","VANDY","Lose"
"3106","SMU","USF",-13,0.94,1.18,1.05,0.86,14,38,-43,"USF","USF","Win"
"3107","HAW","NEV",-7,0.71,1.02,0.97,1,20,30,-28,"NEV","NEV","Win"
"3108","CONN","CIN",-12.5,0.88,0.87,0.94,1.01,13,37,8.00000000000001,"CONN","CIN","Lose"
"3109","ULM","IDA",1,0.79,1.12,0.86,1.13,13,27,-6.00000000000002,"IDA","IDA","Win"
"3110","ODU","FIU",-13,0.8,0.95,0.95,0.91,12,41,-19,"FIU","FIU","Win"
"3111","FAU","UTEP",5.5,0.77,0.9,0.8,1.12,17,27,19,"FAU","UTEP","Lose"
"3112","USA","TEXST",-3,0.77,0.99,0.98,1.22,18,36,2,"USA","TEXST","Lose"
"3113","NM","SJSU",-7.5,1.01,0.9,0.95,1,21,31,16,"NM","SJSU","Lose"
"3114","UK","MISS ST",-11.5,0.93,0.94,1.05,0.87,16,42,-19,"MISS ST","MISS ST","Win"
"3115","TROY","NMSU",3.5,0.75,1.02,0.85,1.19,52,7,6.99999999999999,"TROY","TROY","Lose"
"3116","WYO","BOISE",-35,0.92,1.12,0.96,0.66,14,34,-50,"BOISE","WYO","Win"
"3117","COL","ORG ST",-2,0.95,0.93,0.85,1.01,17,13,18,"COL","COL","Lose"
"3118","WVU","TCU",-14.5,0.95,0.81,1.22,0.9,10,40,-18,"TCU","TCU","Win"
"3119","UNC","PITT",3,1.16,0.86,1,0.8,26,19,10,"UNC","UNC","Lose"
"3120","WMU","EMU",21,1.05,0.99,0.91,1.17,58,28,32,"WMU","WMU","Lose"
"3121","BUFF","MIAOH",7.5,0.9,0.92,0.67,1.03,29,24,34,"BUFF","MIAOH","Lose"
"3122","TEXST","GSOU",-21.5,0.99,1.21,1.09,0.91,13,37,-40,"GSOU","GSOU","Win"
"3123","ORE","ASU",-3,1.06,0.95,0.86,0.88,61,55,13,"ORE","ORE","Lose"
"3124","LOU","WAKE",12,0.81,0.82,0.8,0.97,20,19,16,"LOU","WAKE","Lose"
"3125","ECU","CONN",7,0.93,0.96,0.85,0.91,13,31,3.00000000000001,"CONN","CONN","Win"
"3126","LT","RICE",13,1,0.87,0.94,1.12,42,17,31,"LT","LT","Lose"
"3127","WYO","USU",-28,0.91,1.12,0.89,0.79,27,58,-31,"USU","USU","Win"
"3128","CLEM","NCSU",11.5,1.05,0.66,1.09,0.78,56,41,8,"NCSU","CLEM","Win"
"3129","STAN","WSU",12,1.17,0.89,0.98,0.95,30,28,25,"STAN","WSU","Lose"
"3130","ND","TEMP",10.5,1.11,0.91,0.9,0.67,24,20,-2.99999999999999,"TEMP","TEMP","Win"
"3131","MARY","IOWA",-17,0.72,0.98,1.03,0.69,15,31,-60,"IOWA","MARY","Win"
"3132","UF","UGA",3,1.01,0.75,1.06,0.81,3,27,1,"UGA","UGA","Win"
"3133","OKLA ST","TTU",4,1.02,0.73,1.09,1.07,70,53,27,"OKLA ST","OKLA ST","Lose"
"3134","ORG ST","UTAH",-24,0.85,1.01,0.98,0.76,12,27,-38,"UTAH","ORG ST","Win"
"3135","OKLA","KAN",39,1.09,0.79,0.8,1.13,62,7,63,"OKLA","OKLA","Lose"
"3136","MICH","MINN",14.5,0.94,0.65,0.82,0.83,29,26,30,"MICH","MINN","Lose"
"3137","TULANE","MEM",-31,0.81,0.98,1.17,0.94,13,41,-40,"MEM","TULANE","Win"
"3138","SYR","FSU",-20.5,0.93,0.92,1.09,0.82,21,45,-26,"FSU","FSU","Win"
"3139","VANDY","HOU",-11.5,0.78,0.78,1.2,0.77,0,34,-43,"HOU","HOU","Win"
"3140","MISS","AUB",7.5,1.01,0.76,0.97,0.98,27,19,26,"MISS","MISS","Lose"
"3141","MIAFL","DUKE",-10.5,0.97,0.91,0.99,0.75,30,27,-18,"DUKE","MIAFL","Win"
"3142","COL","UCLA",-21.5,0.96,0.91,0.98,0.92,31,35,-1,"COL","COL","Lose"
"3143","WKU","ODU",24.5,1.14,0.9,0.8,0.98,55,30,42,"WKU","WKU","Lose"
"3144","UCF","CIN",-28,0.6,1.04,0.97,0.95,7,52,-46,"CIN","CIN","Win"
"3145","USF","NAVY",-7.5,1.04,0.83,1.17,0.87,17,29,-8.99999999999999,"NAVY","NAVY","Win"
"3146","ILL","PSU",-6.5,0.86,0.78,0.9,0.79,0,39,-3,"ILL","PSU","Lose"
"3147","NEB","PUR",10.5,0.93,0.88,0.79,0.96,45,55,22,"NEB","PUR","Lose"
"3148","RUT","WISC",-20.5,1,1.06,0.96,0.75,10,48,-27,"WISC","WISC","Win"
"3149","SC","TEXAM",-16.5,0.87,0.97,0.88,0.83,28,35,-15,"SC","SC","Lose"
"3150","VT","BC",2.5,0.93,0.89,0.83,0.62,26,10,-17,"BC","VT","Win"
"3151","MASS","BALL",-3,0.84,1.06,0.92,1.04,10,20,-10,"BALL","BALL","Win"
"3152","CMU","AKR",3,0.96,0.9,0.87,0.9,14,6,9,"CMU","CMU","Lose"
"3153","UTEP","USM",-25,0.81,1.09,1.01,0.85,13,34,-44,"USM","UTEP","Win"
"3154","GT","UVA",6.5,1.05,0.93,0.82,1.03,21,27,33,"GT","UVA","Lose"
"3155","USC","CAL",6.5,1.11,0.85,0.96,0.83,27,21,13,"USC","CAL","Lose"
"3156","MARSH","CHAR",20.5,0.89,0.73,0.65,0.87,34,10,38,"MARSH","MARSH","Lose"
"3157","FIU","FAU",3,0.98,0.9,0.78,0.9,17,31,20,"FIU","FAU","Lose"
"3158","BOISE","UNLV",20,0.98,0.68,0.93,0.87,55,27,24,"BOISE","BOISE","Lose"
"3159","SDSU","CSU",3.5,0.94,0.75,0.89,0.92,41,17,22,"SDSU","SDSU","Lose"
"3160","TROY","APP",-25,0.82,0.96,1.12,0.71,41,44,-55,"APP","TROY","Win"
"3161","TULSA","SMU",4.5,0.98,1.05,0.9,1.16,40,31,19,"TULSA","TULSA","Lose"
"3162","ULM","ULL",-11.5,0.79,1.07,0.96,0.99,24,30,-25,"ULL","ULM","Win"
"3163","GSU","ARK ST",-18.5,0.86,0.95,0.91,0.82,34,48,-18,"GSU","GSU","Lose"
"3164","TEX","ISU",6.5,0.96,0.97,0.9,1.01,0,24,10,"TEX","ISU","Lose"
"3165","UTSA","NT",7,0.79,0.96,0.72,1.21,23,30,32,"UTSA","NT","Lose"
"3166","TENN","UK",8.5,1,0.9,0.88,0.98,52,21,20,"TENN","TENN","Lose"
"3167","IDA","NMSU",5.5,0.86,1.08,0.81,1.2,48,55,17,"IDA","NMSU","Lose"
"3168","AFA","HAW",8,1.09,0.87,0.7,1.01,58,7,53,"AFA","AFA","Lose"
"3169","ARZ","WASH",-4,1.11,1.01,0.87,0.83,3,49,6.00000000000001,"ARZ","WASH","Lose"
"3170","NIU","TOLEDO",-7,1.02,0.82,1.02,0.75,32,27,-6.99999999999999,"NIU","NIU","Lose"
"3171","OHIO","BGSU",-21,0.94,0.88,1.15,0.9,24,62,-19,"OHIO","BGSU","Lose"
"3172","BAY","KAN ST",17,1.3,0.81,0.87,0.97,31,24,59,"BAY","KAN ST","Lose"
"3173","MISS ST","MIZZ",8.5,1.08,0.84,0.72,0.76,31,13,28,"MISS ST","MISS ST","Lose"
"3174","BUFF","KENT",3,0.92,0.9,0.74,0.8,18,17,8.00000000000001,"BUFF","KENT","Lose"
"3175","BALL","WMU",-14.5,0.92,1.03,1.1,0.97,7,54,-24,"WMU","WMU","Win"
"3176","ARK ST","APP",-10,0.93,0.82,1.1,0.75,40,27,-24,"APP","ARK ST","Win"
"3177","NEV","FRESNO",4,0.96,0.96,0.75,1.08,30,16,33,"NEV","NEV","Lose"
"3178","TEMP","SMU",14,0.88,0.7,0.89,1.14,60,40,43,"TEMP","TEMP","Lose"
"3179","RICE","UTEP",7,0.93,1.14,0.81,1.1,21,24,8.00000000000002,"RICE","UTEP","Lose"
"3180","BYU","SJSU",14,1.02,0.86,0.97,0.99,17,16,18,"BYU","SJSU","Lose"
"3181","FSU","CLEM",-11.5,1.11,0.82,1.07,0.7,13,23,-8,"FSU","FSU","Lose"
"3182","LSU","ALA",-7,1.21,0.83,0.94,0.68,16,30,12,"LSU","ALA","Lose"
"3183","MINN","OSU",-23,0.84,0.84,1.08,0.77,14,28,-31,"OSU","MINN","Win"
"3184","ND","PITT",8.5,1.09,0.89,0.98,0.84,42,30,6.00000000000001,"PITT","ND","Win"
"3185","MSU","NEB",6.5,1.04,0.85,0.92,0.92,38,39,19,"MSU","NEB","Lose"
"3186","TCU","OKLA ST",5.5,1.2,0.88,1.05,0.77,29,49,3.99999999999999,"OKLA ST","OKLA ST","Win"
"3187","IOWA","IND",7.5,1.01,0.67,1.01,0.99,35,27,32,"IOWA","IOWA","Lose"
"3188","VANDY","UF",-21.5,0.74,0.8,1.01,0.7,7,9,-37,"UF","VANDY","Win"
"3189","STAN","COL",16,1.13,0.86,0.95,0.91,42,10,23,"STAN","STAN","Lose"
"3190","UTAH","WASH",0,0.99,0.76,0.94,0.79,34,23,8.00000000000001,"UTAH","UTAH","Lose"
"3191","NAVY","MEM",-7.5,1.15,0.87,1.16,0.93,45,20,5,"NAVY","NAVY","Lose"
"3192","ISU","OKLA",-26,0.9,0.98,1.12,0.77,16,52,-43,"OKLA","OKLA","Win"
"3193","RUT","MICH",-25,0.95,1.06,0.94,0.69,16,49,-36,"MICH","MICH","Win"
"3194","ARK","MISS",-10,1.12,0.96,1,0.77,53,52,-6.99999999999998,"ARK","ARK","Lose"
"3195","AUB","TEXAM",-7,0.95,0.98,0.92,0.85,26,10,-10,"TEXAM","AUB","Win"
"3196","PSU","NW",-2.5,0.92,0.75,0.83,0.78,21,23,12,"PSU","PSU","Lose"
"3197","UCLA","ORG ST",18,0.97,0.9,0.84,1.03,41,0,26,"UCLA","UCLA","Lose"
"3198","CIN","HOU",-8,1.02,0.93,1.17,0.73,30,33,-35,"HOU","CIN","Win"
"3199","AKR","MASS",-2.5,0.85,0.89,0.85,1.04,17,13,15,"AKR","AKR","Lose"
"3200","FAU","WKU",-24,0.81,0.89,1.17,0.9,19,35,-35,"WKU","FAU","Win"
"3201","UCF","TULSA",-17.5,0.63,1.09,0.99,1.02,30,45,-43,"TULSA","UCF","Win"
"3202","ILL","PUR",2.5,0.81,0.81,0.83,0.94,48,14,11,"ILL","ILL","Lose"
"3203","CHAR","FIU",-18.5,0.66,0.9,0.96,0.92,31,48,-28,"FIU","CHAR","Win"
"3204","TTU","WVU",-8,1.08,1.09,0.92,0.86,26,31,-7.00000000000001,"TTU","TTU","Lose"
"3205","DUKE","UNC",-7,0.98,0.76,1.16,0.86,31,66,-8,"UNC","UNC","Win"
"3206","UK","UGA",-14.5,0.86,0.99,0.96,0.83,3,27,-26,"UGA","UGA","Win"
"3207","SYR","LOU",-14.5,0.92,0.96,0.82,0.77,17,41,-8.99999999999999,"SYR","LOU","Lose"
"3208","NCSU","BC",4.5,1.07,0.86,0.8,0.63,24,8,4,"BC","NCSU","Win"
"3209","ULL","GSU",3.5,0.96,0.96,0.86,0.97,23,21,11,"ULL","GSU","Lose"
"3210","EMU","MIAOH",-4.5,0.91,1.2,0.67,1.03,13,28,7.00000000000001,"EMU","MIAOH","Lose"
"3211","IDA","USA",-9.5,0.88,1.1,0.81,1,45,52,-3.00000000000001,"IDA","IDA","Lose"
"3212","CSU","WYO",10.5,0.87,0.96,0.93,1.16,26,7,14,"CSU","CSU","Lose"
"3213","UVA","MIAFL",-6.5,0.84,1.01,0.94,0.91,21,27,-20,"MIAFL","UVA","Win"
"3214","ARMY","AFA",-17.5,0.99,0.99,1.12,0.8,3,20,-32,"AFA","ARMY","Win"
"3215","ASU","WSU",-2.5,0.9,0.91,0.95,0.94,24,38,-2,"ASU","WSU","Lose"
"3216","WISC","MARY",12.5,0.97,0.73,0.7,0.97,31,24,51,"WISC","MARY","Lose"
"3217","NT","LT",-30,0.74,1.17,1.03,0.87,13,56,-59,"LT","LT","Win"
"3218","MARSH","MTSU",-2.5,0.91,0.72,0.95,0.89,24,27,13,"MARSH","MTSU","Lose"
"3219","ULM","TROY",-10,0.79,1.06,0.84,0.97,14,51,-14,"TROY","TROY","Win"
"3220","USU","NM",14.5,0.96,0.83,1,0.93,13,14,6.00000000000001,"NM","NM","Win"
"3221","NMSU","TEXST",-17,0.87,1.17,0.95,1.2,31,21,-4.99999999999999,"NMSU","NMSU","Lose"
"3222","CONN","TULANE",6,0.87,0.88,0.81,0.99,7,3,17,"CONN","TULANE","Lose"
"3223","SC","TENN",-17,0.89,1,1,0.88,24,27,-23,"TENN","SC","Win"
"3224","HAW","UNLV",-11,0.66,1.04,0.92,0.92,21,41,-38,"UNLV","UNLV","Win"
"3225","ODU","UTSA",-10,0.82,1.02,0.82,0.96,36,31,-6.00000000000001,"ODU","ODU","Lose"
"3226","USF","ECU",-4,1.03,0.87,0.9,0.97,22,17,23,"USF","USF","Lose"
"3227","KAN","TEX",-28,0.78,1.15,0.93,0.97,20,59,-33,"TEX","TEX","Win"
"3228","CAL","ORE",-3.5,0.96,0.86,1.07,0.97,28,44,-1.11022302462516e-14,"CAL","ORE","Lose"
"3229","ARZ","USC",-19,1.04,1.05,1.1,0.86,30,38,-25,"USC","ARZ","Win"
"3230","KENT","OHIO",-7,0.74,0.81,0.93,0.94,0,27,-6.00000000000002,"KENT","OHIO","Lose"
"3231","TOLEDO","CMU",4.5,0.99,0.77,0.94,0.88,28,23,16,"TOLEDO","TOLEDO","Lose"
"3232","NIU","BUFF",7,1.01,0.82,0.92,0.88,41,30,15,"NIU","NIU","Lose"
"3233","BGSU","WMU",3,1.18,0.89,1.13,0.94,41,27,10,"BGSU","BGSU","Lose"
"3234","ULL","USA",-3,0.95,0.95,0.84,1.01,25,32,17,"ULL","USA","Lose"
"3235","VT","GT",-3.5,0.91,0.84,1.03,0.94,23,21,-2,"VT","VT","Lose"
"3236","USC","COL",16.5,1.1,0.86,0.92,0.94,27,24,26,"USC","COL","Lose"
"3237","CLEM","SYR",28,1.07,0.7,0.89,0.96,37,27,44,"CLEM","SYR","Lose"
"3238","ALA","MISS ST",9,0.95,0.68,1.06,0.82,31,6,2.99999999999998,"MISS ST","ALA","Win"
"3239","OSU","ILL",17.5,1.06,0.77,0.86,0.8,28,3,23,"OSU","OSU","Lose"
"3240","WAKE","ND",-27,0.76,0.95,1.09,0.89,7,28,-39,"ND","WAKE","Win"
"3241","MINN","IOWA",-11,0.84,0.85,1.03,0.7,35,40,-34,"IOWA","MINN","Win"
"3242","OKLA","BAY",-3,1.14,0.76,1.29,0.82,44,34,-9.00000000000002,"BAY","OKLA","Win"
"3243","ORE","STAN",-10,1.08,0.96,1.14,0.84,38,36,-18,"STAN","ORE","Win"
"3244","OKLA ST","ISU",14,1.08,0.79,0.88,1.02,35,31,43,"OKLA ST","ISU","Lose"
"3245","ARK","LSU",-7,1.14,1.02,1.17,0.86,31,14,-19,"LSU","ARK","Win"
"3246","UTAH","ARZ",6,0.97,0.75,1.03,1.05,30,37,24,"UTAH","ARZ","Lose"
"3247","UF","SC",7.5,0.96,0.7,0.88,0.98,24,14,36,"UF","UF","Lose"
"3248","MARY","MSU",-15.5,0.7,0.96,1.05,0.87,7,24,-44,"MSU","MSU","Win"
"3249","MICH","IND",13,0.98,0.69,1,1.01,48,41,30,"MICH","IND","Lose"
"3250","KAN","TCU",-45,0.77,1.17,1.15,0.92,17,23,-63,"TCU","KAN","Win"
"3251","NCSU","FSU",-9.5,1.05,0.82,1.08,0.84,17,34,-1,"NCSU","FSU","Lose"
"3252","PUR","NW",-15.5,0.83,0.97,0.83,0.77,14,21,-20,"NW","PUR","Win"
"3253","WSU","UCLA",-10.5,0.96,0.93,1,0.86,31,27,-11,"UCLA","WSU","Win"
"3254","SMU","NAVY",-22,0.89,1.17,1.18,0.87,14,55,-59,"NAVY","NAVY","Win"
"3255","MEM","HOU",-7,1.13,0.97,1.14,0.75,34,35,-23,"HOU","MEM","Win"
"3256","TEMP","USF",3,0.94,0.73,1.01,0.86,23,44,5.99999999999999,"TEMP","USF","Lose"
"3257","MIAFL","UNC",-13.5,0.97,0.9,1.19,0.86,21,59,-26,"UNC","UNC","Win"
"3258","PITT","DUKE",-3,0.97,0.88,0.96,0.85,31,13,-2,"PITT","PITT","Lose"
"3259","UGA","AUB",-1.5,0.98,0.8,0.97,0.94,20,13,15,"UGA","UGA","Lose"
"3260","NT","TENN",-41,0.72,1.18,0.98,0.88,0,24,-56,"TENN","NT","Win"
"3261","TULANE","ARMY",-2.5,0.77,0.96,0.97,1,34,31,-16,"ARMY","TULANE","Win"
"3262","TEX","WVU",-9,0.97,0.93,0.92,0.87,20,38,-1.00000000000001,"TEX","WVU","Lose"
"3263","MTSU","FAU",6,0.94,0.88,0.82,0.93,24,17,17,"MTSU","MTSU","Lose"
"3264","AKR","MIAOH",7,0.84,0.85,0.7,0.99,37,28,28,"AKR","AKR","Lose"
"3265","UTEP","ODU",-6.5,0.83,1.09,0.84,1.02,21,31,-8.00000000000001,"ODU","ODU","Win"
"3266","UVA","LOU",-14,0.84,1.02,0.84,0.75,31,38,-27,"LOU","UVA","Win"
"3267","UTSA","CHAR",4.5,0.84,0.97,0.68,0.92,30,27,11,"UTSA","CHAR","Lose"
"3268","USU","AFA",1,0.94,0.83,1.12,0.81,28,35,-20,"AFA","AFA","Win"
"3269","MASS","EMU",7,0.82,1.01,0.88,1.18,28,17,11,"MASS","MASS","Lose"
"3270","ARK ST","ULM",16,0.95,0.83,0.76,1.07,59,21,43,"ARK ST","ARK ST","Lose"
"3271","WASH","ASU",-3,0.9,0.79,0.89,0.93,17,27,15,"WASH","ASU","Lose"
"3272","FIU","MARSH",-13,0.97,0.92,0.91,0.74,0,52,-12,"FIU","MARSH","Lose"
"3273","NEB","RUT",8.5,0.93,0.94,0.92,1.08,31,14,15,"NEB","NEB","Lose"
"3274","KAN ST","TTU",-6.5,0.88,1,1.06,1.08,44,59,-10,"TTU","TTU","Win"
"3275","GSOU","TROY",6.5,1.09,0.88,0.87,0.92,45,10,26,"GSOU","GSOU","Lose"
"3276","USM","RICE",7.5,1.03,0.85,0.93,1.12,65,10,37,"USM","USM","Lose"
"3277","SJSU","NEV",-1,0.96,0.98,0.97,0.92,34,37,-6.99999999999999,"NEV","NEV","Win"
