"","Away Team","Home Team","Line","ATOR","ATDR","HTOR","HTDR","Away Score","Home Score","Predictor","Prediction","Line Result","Bet.Result"
"2758","UCLA","UNLV",30,1.14,0.82,0.93,1.29,37,3,68,"UCLA","UCLA","Lose"
"2759","TULANE","GT",-29.5,0.71,0.94,1.71,0.56,10,65,-138,"GT","GT","Win"
"2760","BALL","TEXAM",-30.5,1.09,1.03,0.84,0.68,23,56,-9.99999999999999,"BALL","TEXAM","Lose"
"2761","FRESNO","MISS",-30.5,0.82,0.71,1.61,0.76,21,73,-74,"MISS","MISS","Win"
"2762","OKLA","TENN",2,1.06,0.61,1.33,0.9,31,24,2,"OKLA","OKLA","Lose"
"2763","BOISE","BYU",2.5,0.85,0.59,0.98,0.9,24,35,18,"BOISE","BYU","Lose"
"2764","MIZZ","ARK ST",11.5,0.92,0.65,0.65,1.35,27,20,97,"MIZZ","ARK ST","Lose"
"2765","ARZ","NEV",12,0.98,0.94,1.16,0.9,44,20,-22,"NEV","ARZ","Win"
"2766","ORG ST","MICH",-16.5,0.96,0.57,0.76,0.88,7,35,51,"ORG ST","MICH","Lose"
"2767","ARMY","CONN",-8,1.09,1.09,0.97,0.74,17,22,-23,"CONN","ARMY","Win"
"2768","KAN ST","UTSA",17,1.04,0.74,0.94,0.98,30,3,34,"KAN ST","KAN ST","Lose"
"2769","BGSU","MARY",-7.5,0.9,1.33,1.19,0.95,48,27,-67,"MARY","BGSU","Win"
"2770","HOU","LOU",-14,1.26,0.94,0.83,0.86,34,31,35,"HOU","HOU","Lose"
"2771","BUFF","PSU",-22,1.3,0.74,0.58,0.89,14,27,87,"BUFF","BUFF","Lose"
"2772","MIAOH","WISC",-32.5,1.12,0.75,0.85,1.22,0,58,74,"MIAOH","WISC","Lose"
"2773","WAKE","SYR",-4.5,1.17,0.7,1.05,0.11,17,30,-47,"SYR","SYR","Win"
"2774","UTEP","TTU",-20.5,0.59,1.43,1.1,0.98,20,69,-96,"TTU","TTU","Win"
"2775","MINN","CSU",6.5,0.81,0.84,1.14,0.55,23,20,-62,"CSU","CSU","Win"
"2776","WSU","RUT",-2.5,0.82,1.07,1.53,0.74,37,34,-104,"RUT","WSU","Win"
"2777","EMU","WYO",-13.5,0.87,1.06,0.88,1.05,48,29,-2,"EMU","EMU","Lose"
"2778","IOWA","ISU",3.5,1.13,0.83,0.89,0.66,31,17,6.99999999999999,"IOWA","IOWA","Lose"
"2779","SDSU","CAL",-14.5,0.8,0.33,1.12,0.47,7,35,-18,"CAL","CAL","Win"
"2780","PITT","AKR",13,1.03,0.88,0.61,1.06,24,7,60,"PITT","PITT","Lose"
"2781","WMU","GSOU",5,0.73,1.07,0.45,1.27,17,43,48,"WMU","GSOU","Lose"
"2782","MARSH","OHIO",3.5,0.8,0.82,1.27,0.88,10,21,-41,"OHIO","OHIO","Win"
"2783","ECU","UF",-21,1.16,0.82,1.3,0.77,24,31,-19,"ECU","ECU","Lose"
"2784","MEM","KAN",14,1.37,0.59,1.01,1.13,55,23,90,"MEM","MEM","Lose"
"2785","UK","SC",-7,1,0.85,0.96,0.77,26,22,-3.99999999999999,"UK","UK","Lose"
"2786","USA","NEB",-28.5,0.92,0.73,0.9,0.98,9,48,27,"USA","NEB","Lose"
"2787","RICE","TEX",-15,1.24,0.73,0.63,1.22,28,42,110,"RICE","RICE","Lose"
"2788","FIU","IND",-7.5,0.99,0.9,1.27,1.21,22,36,2.99999999999999,"FIU","IND","Lose"
"2789","TEMP","CIN",-7,0.89,0.58,1.19,0.74,34,26,-14,"CIN","TEMP","Win"
"2790","TULSA","NM",-3.5,1.02,1.1,1.41,0.34,40,21,-115,"NM","TULSA","Win"
"2791","GSU","NMSU",-6.5,0.69,0.64,0.77,1.34,34,32,62,"GSU","GSU","Lose"
"2792","SJSU","AFA",-7,1.31,0.83,1.46,0.64,16,37,-34,"AFA","AFA","Win"
"2793","UCF","STAN",-19,0.9,0.99,0.57,0.88,7,31,22,"UCF","STAN","Lose"
"2794","CLEM","LOU",7,1.1,0.62,0.8,0.92,20,17,60,"CLEM","LOU","Lose"
"2795","FSU","BC",7,1.24,0.82,1.28,0.33,14,0,-53,"BC","FSU","Win"
"2796","NM","ASU",-28,1.16,0.78,0.87,0.91,10,34,42,"NM","NM","Lose"
"2797","NIU","OSU",-35.5,1.25,0.82,1.09,0.63,13,20,-3,"NIU","NIU","Lose"
"2798","MISS","ALA",-7,1.41,0.72,1.09,0.69,43,37,29,"MISS","MISS","Lose"
"2799","SMU","TCU",-37.5,0.92,0.97,1.09,0.65,37,56,-49,"TCU","SMU","Win"
"2800","AFA","MSU",-26,1.27,0.68,1.07,0.77,21,35,29,"AFA","AFA","Lose"
"2801","STAN","USC",-11,0.86,0.72,1.45,0.73,41,31,-58,"USC","STAN","Win"
"2802","SC","UGA",-16,0.97,0.92,1.26,0.73,20,52,-48,"UGA","UGA","Win"
"2803","GT","ND",3.5,1.61,0.6,1.17,0.85,22,30,69,"GT","ND","Lose"
"2804","BYU","UCLA",-17,0.94,0.85,0.94,0.71,23,24,-14,"BYU","BYU","Lose"
"2805","GSU","ORE",-44.5,0.86,0.79,1.13,1.03,28,61,-2.99999999999999,"GSU","GSU","Lose"
"2806","AUB","LSU",-7,0.86,0.85,1.02,0.87,21,45,-14,"LSU","LSU","Win"
"2807","TULSA","OKLA",-30,1.04,1.01,0.92,0.7,38,52,-19,"TULSA","TULSA","Lose"
"2808","NEV","TEXAM",-34,0.98,1.05,1.03,0.76,27,44,-34,"TEXAM","NEV","Win"
"2809","UTAH","FRESNO",14.5,0.99,0.77,0.75,0.97,45,24,44,"UTAH","UTAH","Lose"
"2810","CONN","MIZZ",-21.5,0.96,0.83,0.78,0.6,6,9,-5,"CONN","CONN","Lose"
"2811","NW","DUKE",-3.5,0.99,0.54,1.13,0.69,19,10,1,"NW","NW","Lose"
"2812","TROY","WISC",-34.5,1.07,1.02,1.03,0.77,3,28,-21,"TROY","TROY","Lose"
"2813","UTSA","OKLA ST",-24.5,0.85,1.02,1.05,0.79,14,69,-43,"OKLA ST","OKLA ST","Win"
"2814","USF","MARY",-7,1.11,0.77,0.91,1.05,17,35,48,"USF","MARY","Lose"
"2815","KENT","MINN",-25,0.7,0.74,0.79,0.76,7,10,-7.00000000000001,"KENT","KENT","Lose"
"2816","BUFF","FAU",0,1.07,0.88,0.92,1.1,33,15,37,"BUFF","BUFF","Lose"
"2817","ILL","UNC",-9.5,0.96,0.45,1.06,0.84,14,48,29,"ILL","UNC","Lose"
"2818","WAKE","ARMY",6.5,0.97,0.9,1.05,1.01,17,14,2.99999999999999,"ARMY","ARMY","Win"
"2819","CMU","SYR",-7,0.9,0.89,1.06,0.53,27,30,-52,"SYR","CMU","Win"
"2820","RICE","NT",9,0.99,0.91,0.52,0.98,38,24,54,"RICE","RICE","Lose"
"2821","TEMP","MASS",11.5,0.93,0.68,0.77,1.23,25,23,71,"TEMP","MASS","Lose"
"2822","BALL","EMU",5.5,1,1.12,1.08,1.06,28,17,-14,"EMU","BALL","Win"
"2823","MEM","BGSU",3.5,1.32,0.74,1.01,1.03,44,41,60,"MEM","BGSU","Lose"
"2824","LT","KAN ST",-9.5,1.12,0.89,1.06,0.74,33,39,-9,"LT","LT","Lose"
"2825","CIN","MIAOH",19.5,0.97,0.85,0.7,0.97,37,33,39,"CIN","MIAOH","Lose"
"2826","ECU","NAVY",-4,0.9,0.86,1.29,0.8,21,45,-45,"NAVY","NAVY","Win"
"2827","VT","PUR",6.5,1.07,0.84,0.91,0.73,51,24,5,"PUR","VT","Win"
"2828","WKU","IND",-1.5,1.02,0.86,1.11,0.99,35,38,3.99999999999999,"WKU","IND","Lose"
"2829","USU","WASH",-6,0.71,0.9,0.97,0.74,17,31,-42,"WASH","WASH","Win"
"2830","CHAR","MTSU",-20,0.83,0.61,0.93,0.89,14,73,18,"CHAR","MTSU","Lose"
"2831","USM","TEXST",-3,0.97,0.81,1.09,1.08,56,50,15,"USM","USM","Lose"
"2832","TTU","ARK",-11.5,1.24,0.92,1.07,0.76,35,24,0.99999999999999,"TTU","TTU","Lose"
"2833","NCSU","ODU",18.5,1.18,0.77,1.03,0.77,38,14,15,"ODU","NCSU","Win"
"2834","UF","UK",3,1.16,0.71,1.04,0.91,14,9,32,"UF","UF","Lose"
"2835","CAL","TEX",7,1.16,0.6,0.86,0.98,45,44,68,"CAL","TEX","Lose"
"2836","RUT","PSU",-10,1.19,0.95,0.82,0.86,3,28,28,"RUT","PSU","Lose"
"2837","UTEP","NMSU",2.5,0.74,1.42,0.88,1.16,50,47,-40,"NMSU","UTEP","Win"
"2838","USA","SDSU",-18,0.75,0.96,0.75,0.75,34,27,-21,"SDSU","USA","Win"
"2839","PITT","IOWA",-6,0.99,0.74,1.1,0.82,24,27,-3.00000000000001,"PITT","PITT","Lose"
"2840","SJSU","ORG ST",-7.5,1.09,0.99,0.83,0.84,21,35,11,"SJSU","ORG ST","Lose"
"2841","ISU","TOLEDO",-8,0.85,0.85,0.91,0.84,23,30,-7.00000000000001,"ISU","ISU","Lose"
"2842","WYO","WSU",-24,0.98,1.19,0.95,0.97,14,31,-19,"WYO","WYO","Lose"
"2843","CIN","MEM",-10,0.93,0.89,1.25,0.89,46,53,-32,"MEM","CIN","Win"
"2844","STAN","ORG ST",15.5,0.99,0.87,0.88,0.83,42,24,6.99999999999999,"ORG ST","STAN","Win"
"2845","BOISE","UVA",3,0.99,0.7,0.97,1.07,56,14,39,"BOISE","BOISE","Lose"
"2846","WMU","OSU",-31.5,0.9,1.09,0.93,0.63,12,38,-49,"OSU","WMU","Win"
"2847","CMU","MSU",-27,0.9,0.95,1.05,0.85,10,30,-25,"CMU","CMU","Lose"
"2848","TCU","TTU",7,1.19,0.81,1.24,0.96,55,52,9.99999999999999,"TCU","TTU","Lose"
"2849","VANDY","MISS",-24.5,0.83,0.86,1.32,0.73,16,27,-62,"MISS","VANDY","Win"
"2850","RICE","BAY",-34.5,1.04,0.9,1.28,0.87,17,70,-27,"RICE","BAY","Lose"
"2851","MASS","ND",-29,0.78,0.97,1.13,0.9,27,62,-42,"ND","ND","Win"
"2852","LSU","SYR",24.5,1.25,0.87,1.07,0.68,34,24,-1,"SYR","SYR","Win"
"2853","UCLA","ARZ",3,0.92,0.77,1.25,0.83,56,30,-27,"ARZ","UCLA","Win"
"2854","ULM","ALA",-38,1.12,1.06,0.95,0.83,0,34,-5.99999999999999,"ULM","ULM","Lose"
"2855","UTAH","ORE",-11.5,0.96,0.78,1.13,0.94,62,20,-1,"UTAH","UTAH","Lose"
"2856","TEXAM","ARK",8,1.03,0.77,1.07,0.92,28,21,11,"TEXAM","ARK","Lose"
"2857","BALL","NW",-20.5,1.02,1,0.89,0.61,19,24,-26,"NW","BALL","Win"
"2858","USC","ASU",6,1.38,0.88,0.91,0.86,42,14,45,"USC","USC","Lose"
"2859","GT","DUKE",8.5,1.34,0.74,1.01,0.69,20,34,28,"GT","DUKE","Lose"
"2860","BYU","MICH",-5,0.91,0.85,0.95,0.73,0,31,-16,"MICH","MICH","Win"
"2861","HAW","WISC",-25.5,0.79,0.9,1.1,0.75,0,28,-46,"WISC","WISC","Win"
"2862","OKLA ST","TEX",3,1.14,0.69,1.03,1.03,30,27,45,"OKLA ST","TEX","Lose"
"2863","MIZZ","UK",-3,0.75,0.62,0.87,0.91,13,21,17,"MIZZ","UK","Lose"
"2864","KAN","RUT",-12.5,0.93,1.21,0.97,1.01,14,27,-24,"RUT","RUT","Win"
"2865","USM","NEB",-21.5,1.09,0.95,0.96,0.86,28,36,4.00000000000001,"USM","USM","Lose"
"2866","UCF","SC",-15,0.67,0.99,0.94,1.11,14,31,-15,"UCF","SC","Lose"
"2867","NAVY","CONN",6.5,1.29,0.86,0.86,0.78,28,18,35,"NAVY","NAVY","Lose"
"2868","BGSU","PUR",3,1.07,1.06,0.83,0.81,35,28,-0.99999999999999,"PUR","BGSU","Win"
"2869","IND","WAKE",3.5,1.13,1.04,0.89,0.94,31,24,14,"IND","IND","Lose"
"2870","NIU","BC",-5,1.05,0.76,1.06,0.52,14,17,-25,"BC","NIU","Win"
"2871","FIU","LT",-14,0.92,0.82,1.02,0.9,17,27,-1.99999999999999,"FIU","FIU","Lose"
"2872","NM","WYO",3,1.01,0.86,0.91,1.14,38,28,38,"NM","NM","Lose"
"2873","MARY","WVU",-17.5,0.93,0.96,1.2,0.64,6,45,-59,"WVU","WVU","Win"
"2874","NT","IOWA",-24.5,0.69,1.07,1.05,0.82,16,62,-61,"IOWA","IOWA","Win"
"2875","OHIO","MINN",-10.5,1.1,0.77,0.76,0.73,24,27,30,"OHIO","OHIO","Lose"
"2876","VT","ECU",8.5,1.05,0.76,0.9,1.02,28,35,41,"VT","ECU","Lose"
"2877","TENN","UF",1,1.11,0.81,1.08,0.65,27,28,-13,"UF","UF","Win"
"2878","APP","ODU",8,0.92,0.84,0.98,0.9,49,0,1.11022302462516e-14,"ODU","APP","Win"
"2879","SDSU","PSU",-15.5,0.79,0.87,0.93,0.76,21,37,-25,"PSU","PSU","Win"
"2880","MARSH","KENT",5,0.85,0.8,0.68,0.69,36,29,5.99999999999998,"MARSH","MARSH","Lose"
"2881","MIAOH","WKU",-20.5,0.81,0.92,1.07,0.96,14,56,-22,"WKU","WKU","Win"
"2882","NEV","BUFF",-1,0.92,1.04,1,0.75,24,21,-37,"BUFF","NEV","Win"
"2883","MTSU","ILL",-6,1.07,0.7,0.93,0.69,25,27,13,"MTSU","MTSU","Lose"
"2884","CAL","WASH",4.5,1.15,0.81,0.96,0.71,30,24,8.99999999999999,"CAL","CAL","Lose"
"2885","ARMY","EMU",-2.5,1.03,0.91,0.97,1.06,58,36,21,"ARMY","ARMY","Lose"
"2886","CSU","UTSA",9.5,0.92,0.76,0.75,1.12,33,31,53,"CSU","UTSA","Lose"
"2887","FAU","CHAR",11.5,0.95,1.03,0.68,0.89,17,7,13,"FAU","CHAR","Lose"
"2888","AKR","ULL",-8.5,0.82,0.87,1.13,0.99,35,14,-19,"ULL","AKR","Win"
"2889","ARK ST","TOLEDO",-7.5,0.88,0.87,0.89,0.85,7,37,-3,"ARK ST","TOLEDO","Lose"
"2890","MISS ST","AUB",-1.5,1.1,0.9,0.86,1,17,9,34,"MISS ST","MISS ST","Lose"
"2891","NCSU","USA",17,1.17,0.78,0.86,0.93,63,13,46,"NCSU","NCSU","Lose"
"2892","TEXST","HOU",-16.5,1.12,1.17,1.1,0.85,14,59,-30,"HOU","HOU","Win"
"2893","GSOU","IDA",16,0.99,0.9,0.9,1.33,44,20,52,"GSOU","GSOU","Lose"
"2894","FRESNO","SJSU",-4.5,0.77,0.95,1,0.99,23,49,-19,"SJSU","SJSU","Win"
"2895","MIAFL","CIN",7,1.1,0.66,0.94,0.98,23,34,48,"MIAFL","CIN","Lose"
"2896","MEM","USF",9,1.24,0.92,0.98,0.83,24,17,17,"MEM","USF","Lose"
"2897","TEMP","CHAR",23,0.84,0.72,0.57,0.78,37,3,33,"TEMP","TEMP","Lose"
"2898","CONN","BYU",-17.5,0.86,0.9,0.85,0.91,13,30,2,"CONN","CONN","Lose"
"2899","OSU","IND",21,0.95,0.69,1.09,0.96,34,27,13,"IND","IND","Win"
"2900","PUR","MSU",-21.5,0.88,0.87,1.08,0.83,21,24,-24,"MSU","PUR","Win"
"2901","MISS","UF",7.5,1.18,0.74,1.04,0.74,10,38,14,"MISS","UF","Lose"
"2902","TEX","TCU",-15,0.95,0.98,1.19,0.91,7,50,-31,"TCU","TCU","Win"
"2903","TTU","BAY",-17,1.22,1.02,1.37,0.83,35,63,-34,"BAY","BAY","Win"
"2904","ND","CLEM",-3,1.2,0.87,1.04,0.63,22,24,-8.00000000000001,"CLEM","ND","Win"
"2905","ASU","UCLA",-14.5,0.85,0.88,1.02,0.8,38,23,-25,"UCLA","ASU","Win"
"2906","ALA","UGA",-2,0.95,0.71,1.34,0.75,38,10,-35,"UGA","ALA","Win"
"2907","EMU","LSU",-45,1,1.11,1.21,0.84,22,44,-48,"LSU","EMU","Win"
"2908","FSU","WAKE",20.5,1.12,0.75,0.85,0.96,24,16,48,"FSU","WAKE","Lose"
"2909","MISS ST","TEXAM",-6.5,1.06,0.89,1.06,0.84,17,30,-5,"MISS ST","TEXAM","Lose"
"2910","WVU","OKLA",-7,1.16,0.55,1.05,0.87,24,44,43,"WVU","OKLA","Lose"
"2911","MINN","NW",-3.5,0.82,0.78,0.9,0.67,0,27,-19,"NW","NW","Win"
"2912","ARZ","STAN",-14,1.15,0.95,1.06,0.89,17,55,2.99999999999999,"ARZ","STAN","Lose"
"2913","IOWA","WISC",-7,1.11,0.76,1.12,0.74,10,6,-3,"IOWA","IOWA","Lose"
"2914","KAN ST","OKLA ST",-7.5,1.03,0.77,1.05,0.71,34,36,-8.00000000000001,"OKLA ST","KAN ST","Win"
"2915","MICH","MARY",11,0.98,0.7,0.78,0.99,28,0,49,"MICH","MICH","Lose"
"2916","WSU","CAL",-19,0.98,0.9,1.06,0.76,28,34,-22,"CAL","WSU","Win"
"2917","UCF","TULANE",2.5,0.68,0.98,0.8,1.02,31,45,-8,"TULANE","TULANE","Win"
"2918","HOU","TULSA",7,1.2,0.78,1.07,1.11,38,24,46,"HOU","HOU","Lose"
"2919","SC","MIZZ",-2.5,0.94,1.01,0.78,0.73,10,24,-12,"MIZZ","MIZZ","Win"
"2920","PITT","VT",-5,0.94,0.82,1.04,0.83,17,13,-9.00000000000001,"VT","PITT","Win"
"2921","ARMY","PSU",-25,1.11,0.95,0.92,0.71,14,20,-4.99999999999999,"ARMY","ARMY","Lose"
"2922","KAN","ISU",-16.5,0.91,1.14,0.85,0.86,13,38,-22,"ISU","ISU","Win"
"2923","LOU","NCSU",-3,0.86,0.82,1.25,0.7,20,13,-51,"NCSU","LOU","Win"
"2924","OHIO","AKR",3,1.07,0.84,0.89,0.8,14,12,14,"OHIO","AKR","Lose"
"2925","TOLEDO","BALL",7,0.87,0.72,0.97,0.97,24,10,15,"TOLEDO","TOLEDO","Lose"
"2926","NIU","CMU",3.5,0.95,0.78,0.87,1.01,19,29,31,"NIU","CMU","Lose"
"2927","FIU","MASS",-3,0.91,0.87,0.82,1.1,14,24,32,"FIU","MASS","Lose"
"2928","AFA","NAVY",-5,1.19,0.82,1.27,0.85,11,33,-5,"NAVY","NAVY","Win"
"2929","WYO","APP",-25.5,0.91,1.19,1.02,0.7,13,31,-60,"APP","WYO","Win"
"2930","BGSU","BUFF",8,1.06,1.05,0.95,0.83,28,22,-11,"BUFF","BUFF","Win"
"2931","MIAOH","KENT",-11,0.75,1.03,0.74,0.69,14,20,-33,"KENT","MIAOH","Win"
"2932","ODU","MARSH",-18.5,0.85,0.99,0.81,0.83,7,27,-12,"ODU","MARSH","Lose"
"2933","WKU","RICE",7,1.15,0.88,0.98,1.11,49,10,40,"WKU","WKU","Lose"
"2934","BC","DUKE",-6.5,0.99,0.55,0.99,0.71,7,9,16,"BC","BC","Lose"
"2935","UNC","GT",-7.5,1.14,0.87,1.17,0.78,38,31,-12,"GT","UNC","Win"
"2936","SJSU","AUB",-20.5,1.07,0.95,0.85,0.98,21,35,25,"SJSU","SJSU","Lose"
"2937","ECU","SMU",5.5,0.93,1.02,0.98,1.14,49,23,6.99999999999999,"ECU","ECU","Lose"
"2938","NEB","ILL",7,0.98,0.9,0.91,0.74,13,14,-9.00000000000001,"ILL","ILL","Win"
"2939","NT","USM",-17,0.67,1.13,1.07,0.97,14,49,-56,"USM","USM","Win"
"2940","ARK","TENN",-7,1.07,0.99,1.08,0.83,24,20,-17,"TENN","ARK","Win"
"2941","VANDY","MTSU",-2,0.82,0.85,1.01,0.75,17,13,-29,"MTSU","VANDY","Win"
"2942","ULL","LT",-14.5,0.95,1.02,1.01,0.9,14,43,-18,"LT","LT","Win"
"2943","UNLV","NEV",-5.5,0.96,0.86,0.96,0.98,23,17,12,"UNLV","UNLV","Lose"
"2944","CSU","USU",-5.5,0.96,0.83,0.69,0.91,18,33,35,"CSU","USU","Lose"
"2945","USA","TROY",-7,0.79,1.08,0.93,1.09,24,18,-13,"TROY","USA","Win"
"2946","IDA","ARK ST",-20,0.89,1.28,0.77,0.86,35,49,-30,"ARK ST","IDA","Win"
"2947","GSOU","ULM",5.5,1.03,0.89,0.86,1.02,51,31,30,"GSOU","GSOU","Lose"
"2948","UTSA","UTEP",3,0.82,1.11,0.92,1.16,25,6,-5.00000000000003,"UTEP","UTSA","Win"
"2949","HAW","BOISE",-24.5,0.78,0.97,1,0.65,0,55,-54,"BOISE","BOISE","Win"
"2950","FRESNO","SDSU",-7.5,0.78,1.02,0.73,0.87,7,21,-10,"SDSU","SDSU","Win"
"2951","ORE","COL",7.5,1.06,1.02,1.03,0.77,41,24,-22,"COL","ORE","Win"
"2952","WASH","USC",-17,0.86,0.75,1.28,0.83,17,12,-34,"USC","WASH","Win"
"2953","SMU","HOU",-26,0.96,1.16,1.17,0.8,38,49,-57,"HOU","SMU","Win"
"2954","USM","MARSH",-5,1.14,0.94,0.82,0.77,10,31,15,"USM","MARSH","Lose"
"2955","NCSU","VT",0,1.16,0.73,0.94,0.85,13,28,34,"NCSU","VT","Lose"
"2956","MARY","OSU",-33,0.68,0.95,0.96,0.74,28,49,-49,"OSU","MARY","Win"
"2957","TCU","KAN ST",9.5,1.19,0.88,1.01,0.82,52,45,12,"TCU","KAN ST","Lose"
"2958","BAY","KAN",44,1.39,0.84,0.87,1.13,66,7,81,"BAY","BAY","Lose"
"2959","MSU","RUT",14.5,1.09,0.81,0.99,0.97,31,24,26,"MSU","RUT","Lose"
"2960","CAL","UTAH",-7.5,1.04,0.75,1.04,0.79,24,30,4,"CAL","CAL","Lose"
"2961","GT","CLEM",-7,1.13,0.86,1.01,0.65,24,43,-9.00000000000001,"CLEM","CLEM","Win"
"2962","SC","LSU",-20.5,0.89,1.01,1.18,0.83,24,45,-47,"LSU","LSU","Win"
"2963","ARK","ALA",-16.5,1.08,0.94,0.96,0.68,14,27,-14,"ARK","ARK","Lose"
"2964","OKLA","TEX",17,1.04,0.81,0.9,1.03,17,24,36,"OKLA","TEX","Lose"
"2965","UF","MIZZ",6,1.06,0.7,0.82,0.72,21,3,26,"UF","UF","Lose"
"2966","MIAFL","FSU",-8.5,1.07,0.77,1.1,0.76,24,29,-4,"MIAFL","MIAFL","Lose"
"2967","NW","MICH",-7,0.91,0.67,0.94,0.61,0,38,-9,"MICH","MICH","Win"
"2968","NMSU","MISS",-43.5,0.9,1.12,1.05,0.81,3,52,-46,"MISS","MISS","Win"
"2969","NAVY","ND",-14.5,1.24,0.82,1.11,0.88,24,41,19,"NAVY","ND","Lose"
"2970","UGA","TENN",3.5,1.16,0.81,1.02,0.89,31,38,22,"UGA","TENN","Lose"
"2971","OKLA ST","WVU",-6.5,1.03,0.75,1.02,0.68,33,26,-5.99999999999999,"OKLA ST","OKLA ST","Lose"
"2972","ILL","IOWA",-11,0.9,0.72,1.03,0.71,20,29,-14,"IOWA","ILL","Win"
"2973","KENT","TOLEDO",-15,0.75,0.66,0.92,0.73,7,38,-10,"KENT","TOLEDO","Lose"
"2974","BOISE","CSU",16.5,1.06,0.59,0.9,0.87,41,10,44,"BOISE","BOISE","Lose"
"2975","DUKE","ARMY",12.5,0.93,0.72,1.07,0.95,44,3,9,"ARMY","DUKE","Win"
"2976","UTEP","FIU",-15,0.81,1.07,0.9,0.89,12,52,-27,"FIU","FIU","Win"
"2977","MTSU","WKU",-8.5,0.95,0.76,1.18,0.82,28,58,-17,"WKU","WKU","Win"
"2978","IND","PSU",-5,1.04,0.97,0.92,0.74,7,29,-11,"PSU","PSU","Win"
"2979","TULANE","TEMP",-16.5,0.88,0.91,0.88,0.73,10,49,-18,"TEMP","TEMP","Win"
"2980","CMU","WMU",-7,0.87,0.92,0.89,1.07,39,41,13,"CMU","CMU","Lose"
"2981","UVA","PITT",-10.5,0.84,1.06,0.93,0.73,19,26,-42,"PITT","UVA","Win"
"2982","MIAOH","OHIO",-16.5,0.71,0.99,1.02,0.8,3,34,-50,"OHIO","OHIO","Win"
"2983","MASS","BGSU",-13.5,0.85,1.05,1.08,1,38,62,-28,"BGSU","BGSU","Win"
"2984","RICE","FAU",-4,0.91,1.16,0.72,0.83,27,26,-14,"FAU","RICE","Win"
"2985","WAKE","BC",-7.5,0.84,0.97,0.96,0.57,3,0,-52,"BC","WAKE","Win"
"2986","AKR","EMU",7.5,0.84,0.81,0.96,1.11,47,21,18,"AKR","AKR","Lose"
"2987","APP","GSU",15.5,1.02,0.73,0.89,0.96,37,3,36,"APP","APP","Lose"
"2988","BALL","NIU",-10.5,0.94,0.99,0.88,0.8,41,59,-13,"NIU","NIU","Win"
"2989","SYR","USF",-1.5,0.99,0.78,0.98,0.88,24,45,11,"SYR","USF","Lose"
"2990","WISC","NEB",-1,1.01,0.73,0.92,0.88,23,21,24,"WISC","WISC","Lose"
"2991","MINN","PUR",3,0.76,0.83,0.85,0.92,41,13,1.11022302462516e-14,"PUR","MINN","Win"
"2992","ISU","TTU",-12.5,0.91,0.83,1.15,1.1,31,66,3.00000000000002,"ISU","TTU","Lose"
"2993","CONN","UCF",-2.5,0.82,0.89,0.65,1,40,13,28,"CONN","CONN","Lose"
"2994","ORG ST","ARZ",-9.5,0.89,0.93,1.1,1.04,7,44,-10,"ARZ","ARZ","Win"
"2995","TROY","MISS ST",-30.5,0.84,1.04,1.02,0.92,17,45,-30,"TROY","TROY","Lose"
"2996","WSU","ORE",-17,0.92,0.91,1.07,0.96,45,38,-10,"WSU","WSU","Lose"
"2997","ULM","TULSA",-10.5,0.82,1.08,1.02,1.1,24,34,-18,"TULSA","ULM","Win"
"2998","TEXST","ULL",-3.5,1.01,1.24,0.89,1.02,27,49,-10,"ULL","ULL","Win"
"2999","NM","NEV",-5,1.07,0.85,0.92,0.96,17,35,26,"NM","NEV","Lose"
"3000","LT","UTSA",13,1.01,0.86,0.81,0.97,34,31,31,"LT","UTSA","Lose"
"3001","ECU","BYU",-8,1,0.99,0.85,0.86,38,45,2,"ECU","ECU","Lose"
"3002","SJSU","UNLV",3,1.01,1,0.95,0.85,33,27,-9,"UNLV","SJSU","Win"
"3003","COL","ASU",-15,0.97,0.85,0.87,0.87,23,48,12,"COL","ASU","Lose"
"3004","WYO","AFA",-23.5,0.89,1.15,1.07,0.9,17,31,-43,"AFA","WYO","Win"
"3005","USU","FRESNO",12,0.78,0.83,0.76,1.02,56,14,21,"USU","USU","Lose"
"3006","SDSU","HAW",-3,0.8,0.84,0.68,1.03,28,14,31,"SDSU","SDSU","Lose"
"3007","ARK ST","USA",4,0.86,0.85,0.81,0.99,49,31,19,"ARK ST","ARK ST","Lose"
"3008","UCLA","STAN",-7,0.99,0.83,1.14,0.89,35,56,-8.99999999999999,"STAN","STAN","Win"
"3009","AUB","UK",2.5,0.93,0.95,0.92,0.91,30,27,-2.99999999999999,"UK","AUB","Win"
"3010","WKU","NT",33,1.19,0.84,0.68,1.25,55,28,92,"WKU","NT","Lose"
"3011","BOISE","USU",10.5,1.07,0.59,0.89,0.8,26,52,39,"BOISE","USU","Lose"
"3012","HOU","TULANE",20,1.19,0.81,0.82,0.93,42,7,49,"HOU","HOU","Lose"
"3013","CIN","BYU",-6.5,0.96,0.98,0.89,0.88,24,38,-3,"CIN","BYU","Lose"
"3014","UNLV","FRESNO",7,0.93,0.86,0.74,1.07,28,31,40,"UNLV","FRESNO","Lose"
"3015","PSU","OSU",-19,0.92,0.73,1.02,0.76,10,38,-6.99999999999999,"PSU","OSU","Lose"
"3016","WVU","BAY",-22.5,0.96,0.69,1.37,0.8,38,62,-30,"BAY","BAY","Win"
"3017","TCU","ISU",21.5,1.21,0.89,0.91,0.96,45,21,37,"TCU","TCU","Lose"
